INFO: Waiting for solution ...
INFO: Algorithm took 0.059 seconds.
INFO: Step 001 - from (2, 2) to (2, 0) ; cost 2
INFO: Step 1336 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1337 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1338 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1339 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1340 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1341 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1342 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1343 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1344 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1345 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1346 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1347 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1348 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1349 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1350 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1351 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1352 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1353 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1354 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1355 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1356 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1357 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1358 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1359 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1360 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1361 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1362 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1363 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1364 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1365 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1366 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1367 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1368 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1369 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1370 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1371 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1372 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1373 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1374 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1375 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1376 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1377 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 1378 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1379 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1380 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1381 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1382 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1383 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1384 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1385 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1386 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1387 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1388 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1389 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1390 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1391 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1392 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1393 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1394 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1395 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1396 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1397 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1398 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1399 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1400 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1401 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1402 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 1403 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1404 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1405 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1406 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1407 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1408 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1409 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 1410 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1411 - from (0, 2) to (0, 6) ; cost 4
INFO: Step 1412 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1413 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1414 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1415 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1416 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1417 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1418 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1419 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1420 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1421 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1422 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1423 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1424 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1425 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1426 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1427 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1428 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1429 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1430 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1431 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1432 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1433 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1434 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1435 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1436 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1437 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1438 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1439 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1440 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1441 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1442 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1443 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1444 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1445 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1446 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1447 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1448 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1449 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1450 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1451 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1452 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 1453 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1454 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1455 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1456 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1457 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1458 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1459 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1460 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1461 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1462 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1463 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1464 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1465 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1466 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1467 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1468 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1469 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1470 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1471 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1472 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1473 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1474 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1475 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1476 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1477 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1478 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1479 - from (5, 3) to (1, 3) ; cost 4
INFO: Step 1480 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1481 - from (1, 3) to (1, 6) ; cost 3
INFO: Step 1482 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1483 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1484 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1485 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1486 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1487 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1488 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 1489 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1490 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1491 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1492 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1493 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1494 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1495 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1496 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1497 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1498 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1499 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1500 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1501 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1502 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1503 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1504 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1505 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1506 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1507 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1508 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1509 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1510 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1511 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1512 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1513 - from (4, 6) to (5, 6) ; cost 1
INFO: Step 1514 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1515 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1516 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1517 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1518 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1519 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1520 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1521 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1522 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1523 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1524 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 1525 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1526 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1527 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1528 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1529 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1530 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1531 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1532 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1533 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1534 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1535 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1536 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1537 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1538 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1539 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1540 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1541 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1542 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1543 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1544 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1545 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1546 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1547 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1548 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1549 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1550 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 1551 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1552 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1553 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1554 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1555 - from (0, 3) to (0, 5) ; cost 2
INFO: Step 1556 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1557 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1558 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1559 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1560 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1561 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1562 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1563 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1564 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1565 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1566 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1567 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 1568 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1569 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 1570 - from (4, 4) to (4, 6) ; cost 2
INFO: Step 1571 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1572 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1573 - from (4, 0) to (1, 0) ; cost 3
INFO: Step 1574 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1575 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 1576 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1577 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1578 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1579 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1580 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1581 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1582 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1583 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1584 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1585 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1586 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1587 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1588 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1589 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1590 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1591 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1592 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1593 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1594 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1595 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1596 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1597 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1598 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1599 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1600 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1601 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1602 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1603 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1604 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1605 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1606 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1607 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1608 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1609 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1610 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1611 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1612 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1613 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1614 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1615 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 1616 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 1617 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1618 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1619 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1620 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1621 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1622 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1623 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1624 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1625 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1626 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1627 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1628 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1629 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1630 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1631 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1632 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1633 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1634 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1635 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1636 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1637 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1638 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1639 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1640 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1641 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1642 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1643 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1644 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1645 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1646 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1647 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1648 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1649 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1650 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1651 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1652 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1653 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1654 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1655 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1656 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1657 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 1658 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1659 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1660 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1661 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1662 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1663 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1664 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1665 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1666 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1667 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1668 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1669 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1670 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1671 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1672 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1673 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1674 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1675 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1676 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1677 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1678 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1679 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1680 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1681 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1682 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1683 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1684 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1685 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1686 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1687 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1688 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1689 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1690 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1691 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1692 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1693 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1694 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1695 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1696 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1697 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1698 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1699 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1700 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1701 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1702 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1703 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1704 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1705 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1706 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1707 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1708 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1709 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1710 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1711 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1712 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1713 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1714 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1715 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1716 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1717 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1718 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1719 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1720 - from (5, 0) to (2, 0) ; cost 3
INFO: Step 1721 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1722 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1723 - from (2, 0) to (5, 0) ; cost 3
INFO: Step 1724 - from (5, 0) to (2, 0) ; cost 3
INFO: Step 1725 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 1726 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1727 - from (2, 0) to (0, 0) ; cost 2
INFO: Step 1728 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1729 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1730 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1731 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1732 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1733 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1734 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1735 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1736 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1737 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1738 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1739 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1740 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1741 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1742 - from (1, 6) to (0, 6) ; cost 1
INFO: Step 1743 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1744 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1745 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1746 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1747 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1748 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1749 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1750 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1751 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1752 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1753 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1754 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1755 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1756 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1757 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1758 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1759 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1760 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1761 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1762 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1763 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1764 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1765 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1766 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1767 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1768 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1769 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1770 - from (5, 0) to (5, 3) ; cost 3
